userId,date_of_birth,diet_type,cognitive_scores,risk_trackings
ee64be6f-4f2c-4b2b-af43-d2e6ebdc73f5,1972-03-24,Keto,"['768a5683-390d-4b8a-af8f-2cf3afaa8b8e', 'ff1083c6-b4ac-4d7e-88a0-7d0f36397787', 'd5a3803a-e460-4250-904b-c11243cb377d', 'a7a0c7cc-1db3-48aa-8ebe-a505941a17f3', '21882adc-91a7-4d97-bde8-4975106caf0f', '9d4a1499-f934-4898-9058-31cbfca7c4a1', '55372cb7-4124-4ada-9e95-45cd1b02c03b', '029f9865-e9ea-4c78-b1b4-a466226ca623']","['76a77695-6512-4f3b-a6f8-31dc9fa3d20b', '0e054ae8-5fbc-4d47-9dfd-e3ff2dd65fb6', 'cf657b03-cb9a-4959-a5b4-648bf84374e0', '1678d30a-1a39-4418-b9fa-353596c8c077', '53547a37-dd3f-4b62-8ec2-a36f3b229477']"
20a89f2f-3ccc-4b87-9e8a-de1069679b26,1991-09-22,Vegan,"['625038f9-4238-47e2-bb25-b4e8b728668f', '0e72e3eb-8c2a-4fd4-bfee-7a4a4da3861b', '8cc77334-3837-494f-b39c-3d88267378a6', '9c9a6ff1-2f26-4ba9-b305-4007a91dba2d', '6b8bbfcc-856c-4165-bca3-529c70214a28', 'aa81502f-0e7f-4233-9314-dd26b3c42109']","['47da06d2-5eb0-4dcf-8531-315fa8959f3d', '80b316b9-4ed4-4536-9ecf-392bf2252312', 'd30d37f2-e722-466a-838b-f71eb65571f5', '6e14dd3e-fee0-467e-afc0-eb3e1eeeab8a', 'd816de1a-9c0e-4808-9f16-6db81d959bf3', '86a080e9-4209-4d33-9d27-9fdad907dceb', 'c1d58dfd-0978-48dd-8f50-03b5e0241cb0', '135984f3-a3d2-4935-8e9f-51472d8995fd', '3cf2bdad-9fea-4122-b8bc-d091e4a2e71b', '09f93829-3cf9-4b85-8619-baeea1b90adc', 'd1ba8235-03a0-4871-a918-c514172c32b7', 'a6098bc6-2729-4fe4-8214-656a83d52f00', '255c0629-4e41-4f53-b49f-7557ce3cf1d5']"
f3887d49-48a9-4abe-a3ff-cd044f2e710f,1998-07-19,Paleo,"['76d60c19-10d7-498a-b2d6-9ac67e9485a5', '973af7ca-c1fa-43b1-86de-acecb5f1a3ac', 'fb818ab9-e748-4e01-9ab0-69e704cd5596', '95ce91b4-a971-4684-8129-35c5b4e8204c']","['3f415a51-05dc-40bd-8b6b-c4c5c78a1783', 'dd815bcb-bc42-4d8d-8abf-09844b3857be', '26ec4757-b5a6-4f7f-bcbb-9d30d8aed55b', '6da8f5a1-f3f2-41b7-8d56-a037ce0ed485', '211e2e83-6aab-492b-8f04-5a084aad4a04']"
e4d0d516-5815-4548-afed-556d826d6d7e,1963-06-01,Keto,['09df492a-954e-4403-88da-d3d53a2f4c1c'],"['c0c2b2f8-e3a5-44ff-80b7-7f3b0a65b4c2', '62eaa3be-4e7c-4542-82be-4c758d0b73c4', 'ffaf3e0e-f352-4bd7-bf78-9fd259c8f8c4']"
313be71f-f69c-4206-8226-0b01ddbb52b0,1983-10-19,Keto,"['fb52e3fc-8fde-46eb-851e-e790d6c0dd7f', '04461598-ec17-41a2-a4c2-550d73912bc3', '1d2f3abc-3f2d-4c88-8181-42d61d735ac5', '1ba240ee-9d47-4e6c-9eeb-bcd0a63438b1', 'e6ab5904-a713-4a6e-9962-a22753b3a620']","['ba2da5cb-990b-4fce-b5ad-408e257941b5', 'd3cbcacd-ffcb-40d5-8630-6883f10dc7b3', '20adc311-153a-42b3-9292-fa95e732b876', '24211788-471a-424f-a1ff-07fe74ceacf0', 'cbbcd630-6d86-4274-8b25-36ae3637e4dd', '0a3d152a-366c-4121-9c46-ee83ea81cd48', 'c67a623f-7435-4c03-bc23-f2a632ae14bc']"
2567ea40-4eb5-400e-9ece-1cf78cbbbc3b,1999-05-30,Keto,"['0a5cc3a7-0d62-4e9c-bd3e-43f0f855b492', '9d7b5f02-1a77-4659-8e9a-0ab815a8aa9f', '64e3add1-f49c-4f04-bc3b-9a38533bddaa', 'f351e2ba-e827-4f63-b6db-8b21f221e1ca', '9ed327eb-78cb-4cfb-8595-27cfb11d89a1', 'fa2315da-caa1-4d8a-81a7-16ddf0d72318', 'd1bb127e-2e1c-4226-9cd6-a2e30fd83d56', '0131f31f-e4b9-480f-85cf-42f7c46a8be8', '196066dd-fbdd-4251-9ab8-c2cc8a8f243c', 'fb2d470b-92fe-4a59-b8eb-6ee29fc8c2e9', '265c6406-e33d-4a2d-8fd0-b2a9905ff9ff']","['e91a88d3-c34f-4566-9cac-d2972053d8e1', '9009b64e-e8e9-42d0-a50a-f8b7c35216c8', 'ffbf2fe0-01b2-469e-a61b-a83c45b18dc4', 'bf47b964-b840-4ae3-a072-123d744470a7', '6b401aae-6248-4bd0-82db-c7c76cdf5f3e', 'a9ecaa15-226d-4ab3-9992-10474ce93a52', '5cbb291a-9f66-4d22-9cd1-c294b0bfa3f2', '674cdf99-abc6-4ecc-84af-449a8b3cb37f', '1bf966f2-3d77-492e-a4ae-a3a3d9149d94', '96785e9c-559c-4355-8a07-faf0fc9ac04d', 'ba0a6ef6-018d-4cbf-95f4-46d285e72b17', '313a7ec6-6e66-485b-bec1-13d19a722df7', 'cde2da7a-e63f-4822-a610-a057bc104a31']"
bb76551d-c777-4a49-85ad-57a1d453f1b1,1964-08-17,Keto,"['6af999a8-b177-4ce4-b570-a1ee4bae9967', '588f3ecf-7383-4180-b478-c34411d40160']",[]
139467bc-de64-4bd6-bcc6-c704c7dea0f5,1992-07-17,Keto,"['300175d0-4b69-41a9-9712-a90709837784', '47b405c4-90bd-4468-a326-59fb5a927216', '8e71cbe5-fd6e-4d5a-b947-9dc25d1f8b0e', '7d12bbe7-45f7-4393-8282-6aa79cafa577', 'c093bf1b-3719-4577-ab18-bd3bc7797e3f', '4b7a3db6-d363-4d44-b3ae-466b66755a0d', '64ac22f4-15f4-4c3c-9c3f-849ca415d5cf', 'a6e411c8-3f83-4f36-a675-2478d9dcff6c', 'cb0b77fd-0325-47b4-8c50-4226692a63d1']",[]
4c3ce17d-e251-4924-8337-a43c6be0ae55,1984-01-12,Vegan,"['7a895f18-64bd-4b26-bd4b-727d5832cece', 'e2361f02-997a-477e-b2bd-5ccfbe2778f0', 'cf959e98-70b4-423c-9979-a1c1af893bfc', 'bcaa96d0-a24c-4443-93a2-3ebe86ef0585', '49b5997f-b97e-42d2-8c31-d1a66ce17796', 'b34cc0dc-c533-42ae-8b10-22f94563f283', '7a5dccf8-02d6-49c5-85a2-a16732a27c04', 'f343277a-4738-45ef-aaf8-208ea2046b1f', '311fa921-3ea3-4e7b-85e8-47fa0b3e894b', '5611f497-64e1-4105-8fad-39f4c79c2b3f']","['79a9c86d-25d2-4b78-bec9-ad75ee41968f', 'f9fd7a4b-c926-4cec-addd-402609811d50']"
e0e3fd0c-2eec-4834-8a38-c667ae0788d5,1994-04-17,Omnivore,"['81f36e9c-5386-42e4-954d-0200d2129de4', 'a1a8bfa2-0c6c-475b-b932-1a2cf69c8377', '9c65a9b7-567f-4545-a74d-1e0a04276d3b', '0a06da2f-72c3-4cef-ae24-71d06809c165', 'bda4116b-21f5-4686-8a1f-27c34f0385a7', 'eb2d7561-2fbf-405f-99a6-f8e3813ee350', '8eb55be1-5648-4db6-ac01-859ce4a33123', '43968a5b-7de8-4303-a763-feff06d554b9']","['65f7c331-7c5d-4825-97b1-f2d7f33034e2', '7b774e66-a778-4dba-9366-27deb3f48e19', '45d519f8-eaf3-455a-b20b-f5a32dcc69c3', '99c42d2b-a493-4ebc-9e9d-98c77c893ebe', 'f088c176-51d3-49ba-b0da-4768bef52b62', '584fd230-a47e-472c-a3f3-38503fbe667c', '81260533-b4af-44af-89b0-22aa2773150e', 'f257dd76-ec86-40cb-8d15-8efd9308bc7a', 'a962cc8d-eb6e-400d-9f97-3b8f718b4026']"
97b43b9e-a4d4-4d03-af1d-b6df5d08763c,1993-04-01,Paleo,['fdb34c2a-b528-4adb-b084-f316584cd922'],"['b152b1e9-53b4-45b9-bf2b-695615a5b05f', 'b7f80a78-1f3f-46fc-968b-bb0ce8bbaa28', '26b9efdf-e07a-49c3-be1e-2b4ad292b1ae', '355c69a2-196e-4801-9339-adb8912cceab', 'd55cbeb3-c03d-4f8b-9165-4da15809f165', '0d419866-90fa-4a3c-a6ad-3603ab6ac736', '0e8d1709-6972-4f72-a76a-76440f8babcb', '9ebee2ec-95fc-4823-980d-91b9125e9618', '39fdc8f6-077a-41a4-aa8f-808153d8b643', 'ce0101b8-0b0d-4677-aecf-072ccc067694', 'afbd33bd-2fc3-4cdd-ac2c-04164246df42']"
55c9f263-96e8-4ea3-8c5b-8679e224e6d4,1967-02-03,Vegetarian,"['9e161667-dbc2-43dd-8d02-449ad73385d0', '92859576-f3df-482b-9cbe-21764ab444c1', 'd86eb4f0-6c12-42a7-9387-8b767fa3ffb2', '33c543e3-2cf8-49f5-9567-7ced4fea24bf']","['4b45ce29-448c-4a77-8d05-49b734417312', 'f7666329-e897-43b0-9a5c-c6ef50c7fee5', '0534b9c8-393c-41f2-9980-d4d94ab07165', '5e2ee1d4-4643-4ff9-8297-bb05be91057f', '8dfa7347-670b-4a63-9122-dc7fe8c102bd', '430fc8df-717b-46b4-bd68-6862b710dbb6', '39c26c40-c54b-40a5-9670-be54b1dd1b51', '4a7b07a9-89b6-45c2-9004-47b9c204c494', '2a35bf5f-5bc9-41be-9e46-d2baf641c391', 'bad7d178-a05e-45f6-b5fe-348758cf14d9', '012767f5-6796-4294-8cd5-179da635cc58']"
3a4f840d-96ee-4688-b45c-97d41ab14087,1992-12-12,Omnivore,"['4ee6de2e-b826-41db-8de6-358d9a9635e3', '084281e0-d8d6-4a4a-8301-520415371516']","['376d84ae-8f54-47fa-ad24-8cc5a242058e', 'cd6231e1-4fdb-4956-8a69-a18900002569', '9aea2252-7f96-4d1a-a538-438f667eb435', '1cff5e8b-c939-4b60-9ba0-0c1574797d85', '203595f4-7a34-4f5e-b809-06909c392d3a', 'f18a3ebd-6362-4f32-b89c-c7f6ebdd6e0e', 'd6685f8c-3ec0-42d8-9837-668bc98e5cd8', 'f84fc11e-3e20-4b20-8e2b-fec3dcd5ca31', 'e475be15-1bdf-4b52-8a99-3355a61292c3', 'efd37816-b80f-4665-b822-81f12a2be567']"
ae242f03-7199-4676-a670-58b994f873fc,1982-11-21,Vegetarian,"['27ece78d-8b18-40ed-aa06-21f2d667a182', 'c633e19c-496a-4766-b2b2-84e37995fa9f', 'f4e72b0f-229e-4894-8d5d-e8b8c1396cb6', '653027d5-3dba-4de5-89b5-048fc98480a8', '2d279667-2757-43d3-9e4c-feb569df1010', 'a4ac7812-1bee-458d-8262-41c43f911511', 'b144cd90-4bf9-4a6c-aafd-02c4309d6e1e', 'b6876963-326c-4a96-938b-c63306a3a60b', 'a0e09d8f-e06b-4062-a189-d10ec98937cf', '409f047e-e4a9-4b3d-a2f6-495f3aa6b522']","['cbc2f229-af2a-41dc-9b50-914eeef875e7', 'b5251a8a-0b33-4104-8581-c7559e6a58df', '8c33625d-5b37-45ee-b431-9dcd6f0d81d0', 'ef8acb75-e5c8-4b9b-993d-e698a7938d34', '5cb038fa-66ee-49e1-a5d7-f6ab2951b85f', '16e15c41-da33-400d-965d-7e989e5795d3', 'a868b8bc-c115-4fd7-b886-f60076f782b0', '57ef30e3-dfcf-4596-bfb9-ce03c1cd7cec', '8f235708-cf8d-4a99-b2a5-30e0f25e6519', '36cd9071-08e5-4629-94c5-8adea6fd4248', '6aaf756d-6946-44d4-a912-37d3ca22dcac', '61be4cb5-0ea0-4f34-8145-cb5d1cbeee4a', '6431b904-fa67-41aa-8ce1-90c2f2051c56']"
cbe45f58-c04b-4843-a0a4-557d05b1b393,1962-08-24,Vegetarian,"['e2220aaa-584d-43be-9e46-6fe93bb6f2e6', 'f840d7a4-4eee-4131-b277-2e787197bdd4', '80ac324c-70e9-4419-9a0f-b47a4c8f048b', '86ec0930-5baa-4bd4-b4b1-d6a5504ebb01', '3f1603be-8ea7-4c30-a5db-40880172a4f1', 'ff500538-e8cf-4ff7-ae07-a3fd1e478107']","['af4eba87-7f0d-438a-a5a4-c43a9ea3d6c9', 'cd3f6281-b8a8-4b04-9e0e-54f48a22b623', '0c1bc2af-361e-4e69-9ad5-975e9a2757dd', '7aa10063-a461-45df-8871-0569648d22b4', '12058e2f-98e5-4ed5-9dd7-179aaa72077e', 'a09c7003-849b-4848-8930-ec777309f376', '40e2d514-25ce-4f9e-ad64-8bc0aeb02869', 'd4a80424-7047-49b4-bdf0-0aecde7655fe', '0ba921b9-be04-436f-a80f-4c8b8c0b5cda', 'cdbb2ca5-a879-4a2f-911e-6adfe17a16a4', 'bf0d84e4-af47-4f8f-88a6-62a53955ab2c', 'b55b75b8-0bb5-45dd-b747-350e1aeb745a', '7bdeafa8-c8a3-44c6-9596-12c08c9f554a']"
cead0c08-c7c4-4800-9a69-a3cc4a02f749,1983-09-27,Vegan,"['07263f58-7ec7-43d0-b3fa-3a836c0be700', 'b8126f6f-36f2-46b2-bc1a-97e191be780e']","['c54915e3-b15a-40c0-82be-bdb0b4e79ce2', 'e44bb4d0-d789-4cf6-933f-80850399344e', '35fe1b79-2988-4397-ba7f-953505e1e3a0', '5c9c5a52-ed5f-4fd5-854a-916ee675257c', '4c0b3837-aba6-4d22-9b74-f27ec7199a9b', 'fa24186a-716d-42df-8dd4-bc9e5317964a', '0c827a11-b3b4-4193-b913-c4f65b896956', '44c481a0-89ce-4a81-bbec-81da65f003ed', '78bfabb1-cb66-4a55-b0bf-7151b94e6ce1', 'f145ade7-7515-4ebe-a6ec-e047c0f2631c', 'ef690bb7-dbcb-4d89-9a2e-4b39848ce9da']"
4f9c8eb9-fa00-42a0-8d3a-fc90ec66a24c,1981-12-08,Keto,"['839d5633-0a15-40c7-8882-805877f5c344', 'd93963a5-c808-4f80-8e0e-3db5704b3675', 'bf48b91c-95e5-472a-b245-5cb82efb1cd9', '8719100f-d316-4a1a-8c86-8f53b25bcdc9', 'b79f1b3a-b557-492e-9022-6b3a84a97cc0']","['e584d481-a180-4120-a890-9e916dcedfec', '8fdb4e0f-fe6c-46dc-af24-6bc1301c57df', 'cb76b512-e54f-4f69-89dd-2c9e078b19c3', 'd597648c-dcfb-4bf8-88e8-fb8ceb586d47', '47e119cd-50a0-45bf-8776-adcd7098cd0a']"
